Scenario,CITY,COUNTY,COUNTY_FIPS,END_USE,FACILITY_ID,FINAL_NAICS_CODE,MECS_NAICS,REPORTING_YEAR,STATE,UNIT_NAME,UNIT_TYPE,Lat,Lon,LLType,geometry,FacilityName,Industry,Company,Thermal MWh/hr,Temp_degC,Temp_Req,Gen,Built,GEN_Opt,Modules_Built,NP_Capacity,NG_Cost (counterfactual),NPV_FOAK,NPV_NOAK,NPV_FOAK (per MWt),NPV_NOAK (per MWt)
10_Base,MIDDLETOWN,Butler,39017,Conventional Boiler Use,1000274,331111,331111,2015,OH,CP-1,OCS (Other combustion source),39.4968,-84.3901,Facility,POINT (-9394262.959993437 4793085.817292882),AK Steel Corporation - Middletown,Iron and Steel Mills,AK STEEL CORP,19.34842525,260,300,Microreactor,TRUE,Microreactor,1,20,96473377.5,-24585628.89,7651587.091,-1229281.445,382579.3546
10_Base,ECORSE,WAYNE,26163,Conventional Boiler Use,1001834,331111,331111,2015,MI,CP-GLWNG2,OCS (Other combustion source),42.281735,-83.110231,Facility,POINT (-9251788.59463134 5203275.853627536),US Steel - Great Lakes Works,Iron and Steel Mills,United States Steel Corporation,15.47749997,260,300,Microreactor,TRUE,Microreactor,1,20,77172518.09,-37869280.9,-5632064.919,-1893464.045,-281603.2459
10_Base,Braddock,Allegheny,42003,Conventional Boiler Use,1000233,331111,331111,2015,PA,CP-ET-NG1,OCS (Other combustion source),40.3925,-79.8564,Facility,POINT (-8889573.784583971 4923144.319725301),US Steel (Edgar Thomson),Iron and Steel Mills,United States Steel Corporation,43.34258567,260,300,Microreactor,TRUE,Microreactor,2,40,197449957.8,-46071966.82,17808471.05,-1151799.17,445211.7761
10_Base,IRVINE,WARREN COUNTY,42123,Conventional Boiler Use,1001673,331111,331111,2015,PA,GP-ENF1,OCS (Other combustion source),41.841555,-79.27005,Facility,POINT (-8824301.601157336 5137274.621137632),ELLWOOD NATL FORGE,Iron and Steel Mills,ELLWOOD GROUP INC,28.10219608,260,300,Microreactor,TRUE,Microreactor,1,20,98724978.91,-23035983.41,9201232.575,-1151799.17,460061.6288
10_Base,TRINITY,MORGAN,1103,Conventional Boiler Use,1005976,331111,331111,2015,AL,GP-Cold Mill,OCS (Other combustion source),34.638906,-87.089036,Facility,POINT (-9694707.14119707 4114917.544580467),NUCOR STEEL DECATUR,Iron and Steel Mills,NUCOR STEEL CORP,24.59727949,260,300,Microreactor,TRUE,Microreactor,1,20,98724978.91,-23035983.41,9201232.575,-1151799.17,460061.6288
10_Base,FAIRFIELD,Jefferson,1073,Conventional Boiler Use,1000159,331111,331111,2015,AL,CP-FFSNG-1,OCS (Other combustion source),33.4833,-86.9261,Facility,POINT (-9676569.188645178 3959631.067873852),US Steel (Fairfield Works),Iron and Steel Mills,United States Steel Corporation,60.72870826,260,300,Microreactor,TRUE,Microreactor,3,60,296174936.7,-69107950.23,25774183.92,-1151799.17,429569.732
10_Base,GRANITE CITY,MADISON,17119,Conventional Boiler Use,1006041,331111,331111,2015,IL,CP-GCW-NG1,OCS (Other combustion source),38.69439,-90.147709,Facility,POINT (-10035197.06206021 4677989.625532481),US STEEL - GRANITE CITY,Iron and Steel Mills,United States Steel Corporation,29.03695727,260,300,Microreactor,TRUE,Microreactor,1,20,98724978.91,-23035983.41,9201232.575,-1151799.17,460061.6288
10_Base,MIDLOTHIAN,ELLIS,48139,Conventional Boiler Use,1005344,331111,331111,2015,TX,GP-Grouped,OCS (Other combustion source),32.458249,-97.036607,Facility,POINT (-10802065.67954701 3823614.388205903),CHAPARRAL STEEL MIDLOTHIAN PLANT,Iron and Steel Mills,GERDAU USA INC,27.76629365,260,300,Microreactor,TRUE,Microreactor,1,20,98724978.91,-23035983.41,9201232.575,-1151799.17,460061.6288
10_Base,BUTLER,BUTLER,42019,Conventional Boiler Use,1002903,331111,331111,2015,PA,GP-NG-3,OCS (Other combustion source),40.82926,-79.94273,Facility,POINT (-8899183.996224154 4987190.078575377),AK STEEL CORP/BUTLER WORKS,Iron and Steel Mills,AK Steel Corporation,15.776811,260,300,Microreactor,TRUE,Microreactor,1,20,78664915.85,-36842150.87,-4604934.883,-1842107.543,-230246.7442
10_Base,PUEBLO,PUEBLO,8101,Conventional Boiler Use,1003902,331111,331111,2015,CO,CP-General Stationary Fuel Combustion,OCS (Other combustion source),38.232627,-104.607257,Facility,POINT (-11644826.5825211 4612340.52859668),CF & I STEEL L P/ DBA ROCKY MOUNTAIN STEEL MILLS,Iron and Steel Mills,EVRAZ INC NORTH AMERICA,24.80366825,260,300,Microreactor,TRUE,Microreactor,1,20,98678499.38,-23067972.55,9169243.431,-1153398.628,458462.1716
10_Base,EAST CHICAGO,Lake,18089,Conventional Boiler Use,1000156,331111,331111,2015,IN,SRC_504 Boiler_CEMS,"OB (Boiler, other)",41.68,-87.4264,Facility,POINT (-9732262.329889053 5113164.872263335),Mittal Steel USA - Indiana Harbor East,Iron and Steel Mills,ArcelorMittal USA LLC,17.02385353,260,300,Microreactor,TRUE,Microreactor,1,20,84882807.1,-32562740.2,-325524.2117,-1628137.01,-16276.21058
10_Base,PEORIA,PEORIA,17143,Conventional Boiler Use,1004811,331111,331111,2015,IL,CP-AR,OCS (Other combustion source),40.641952,-89.646677,Facility,POINT (-9979422.434949068 4959672.25141549),KEYSTONE STEEL & WIRE CO,Iron and Steel Mills,"Keystone Consolidated Industries, Inc.",24.86378608,260,300,Microreactor,TRUE,Microreactor,1,20,98724978.91,-23035983.41,9201232.575,-1151799.17,460061.6288
10_Base,PLYMOUTH,BOX ELDER,49003,Conventional Boiler Use,1005777,331111,331111,2015,UT,CP-Plantwide natural gas/co-located faci,OCS (Other combustion source),41.8825,-112.1964,Facility,POINT (-12489646.11683844 5143394.731794117),NUCOR STEEL - UTAH,Iron and Steel Mills,Nucor Corporation,30.55225784,260,300,Microreactor,TRUE,Microreactor,1,20,98724978.91,-23035983.41,9201232.575,-1151799.17,460061.6288
10_Base,Ashland,BOYD,21019,Conventional Boiler Use,1005615,331111,331111,2015,KY,No. 13 Boiler,"OB (Boiler, other)",38.496387,-82.670265,Facility,POINT (-9202811.803544987 4649787.930475174),AK Steel Corporation West Works,Iron and Steel Mills,AK STEEL CORP,24.23150749,260,300,Microreactor,TRUE,Microreactor,1,20,98678499.38,-23067972.55,9169243.431,-1153398.628,458462.1716
10_Base,KOPPEL,BEAVER,42007,Conventional Boiler Use,1005190,331111,331111,2015,PA,GP-Kop,OCS (Other combustion source),40.83557,-80.321971,Facility,POINT (-8941400.911232088 4988118.445657884),IPSCO KOPPEL TUBULARS CORP KOPPEL WORKS,Iron and Steel Mills,IPSCO Tubulars LLC,19.07226194,260,300,Microreactor,TRUE,Microreactor,1,20,95096396.87,-25533324.08,6703891.903,-1276666.204,335194.5952
10_Base,CONSHOHOCKEN,MONTGOMERY COUNTY,42091,Conventional Boiler Use,1003523,331111,331111,2015,PA,CP-1_NG,OCS (Other combustion source),40.090954,-75.31707,Facility,POINT (-8384257.880441341 4879168.283112574),ARCELORMITTAL PLATE LLC/CONSHOHOCKEN PLT,Iron and Steel Mills,ArcelorMittal USA LLC,64.97222207,260,300,Microreactor,TRUE,Microreactor,3,60,296174936.7,-69107950.23,25774183.92,-1151799.17,429569.732
10_Base,CUYAHOGA HEIGHTS,CUYAHOGA,39035,Conventional Boiler Use,1003474,331111,331111,2015,OH,CP-1,OCS (Other combustion source),41.442661,-81.66421,Facility,POINT (-9090818.27323496 5077854.954351448),CHARTER STEEL CLEVELAND *,Iron and Steel Mills,CHARTER MANUFACTURING CO INC,31.18018143,260,300,Microreactor,TRUE,Microreactor,1,20,98724978.91,-23035983.41,9201232.575,-1151799.17,460061.6288
10_Base,PETERSBURG,PETERSBURG CITY,51730,Conventional Boiler Use,1000394,331111,331111,2015,VA,GP-Process Heating,OCS (Other combustion source),37.179193,-77.447791,Facility,POINT (-8621448.657183874 4464113.500170864),CHAPARRAL STEEL,Iron and Steel Mills,Gerdau,78.07544658,260,300,Microreactor,TRUE,Microreactor,4,80,389292768.5,-96003004.85,29180537.5,-1200037.561,364756.7188
10_Base,CHARLOTTE,MECKLENBURG COUNTY,37119,Conventional Boiler Use,1003507,331111,331111,2015,NC,GP-Charlotte Mill,OCS (Other combustion source),35.33916,-80.82925,Facility,POINT (-8997870.951202208 4210067.687731116),"Gerdau Ameristeel US, Inc - Charlotte Mill",Iron and Steel Mills,GERDAU AMERISTEEL US INC,48.19963223,260,300,Microreactor,TRUE,Microreactor,2,40,197449957.8,-46071966.82,17808471.05,-1151799.17,445211.7761
10_Base,Jackson,JACKSON,26075,Conventional Boiler Use,1003965,331111,331111,2015,MI,"GP-EU-AF01, 02, HT0V001, Blr,Wlk Beam",OCS (Other combustion source),42.202661,-84.363023,Facility,POINT (-9391248.762141226 5191385.587247527),Gerdau Special Steel North America - Jackson Mill,Iron and Steel Mills,Gerdau Special Steel North America,24.08651466,260,300,Microreactor,TRUE,Microreactor,1,20,98724978.91,-23035983.41,9201232.575,-1151799.17,460061.6288
10_Base,RANCHO CUCAMONGA,SAN BERNARDINO,6071,Conventional Boiler Use,1005800,331111,331111,2015,CA,GP-Plant,OCS (Other combustion source),34.09787,-117.529362,Facility,POINT (-13083308.73109832 4041951.158788215),TAMCO,Iron and Steel Mills,GERDAU AMERISTEEL US INC,41.28007087,260,300,Microreactor,TRUE,Microreactor,2,40,197356998.8,-46135945.11,17744492.76,-1153398.628,443612.3189
10_Base,FLOWOOD,RANKIN COUNTY,28121,Conventional Boiler Use,1006144,331111,331111,2015,MS,CP-Main Gas Pipe,OCS (Other combustion source),32.312167,-90.137278,Facility,POINT (-10034035.88845174 3804357.511850213),NUCOR STEEL JACKSON INC,Iron and Steel Mills,Nucor Corporation,51.63051437,260,300,Microreactor,TRUE,Microreactor,2,40,197449957.8,-46071966.82,17808471.05,-1151799.17,445211.7761
10_Base,ALTON,MADISON,17119,Conventional Boiler Use,1003268,331111,331111,2015,IL,CP-A122 Line,OCS (Other combustion source),38.88321,-90.14503,Facility,POINT (-10034898.83714437 4704956.187354338),ALTON STEEL COMPANY,Iron and Steel Mills,ALTON STEEL INC,18.65759095,260,300,Microreactor,TRUE,Microreactor,1,20,93028801.68,-26956328.85,5280887.134,-1347816.443,264044.3567
10_Base,LEECHBURG,ARMSTRONG COUNTY,42005,Conventional Boiler Use,1005006,331111,331111,2015,PA,GP-001,OCS (Other combustion source),40.641389,-79.6,Facility,POINT (-8861031.467144575 4959589.656457034),"ALLEGHENY LUDLUM, BAGDAD FACILITY",Iron and Steel Mills,ALLEGHENY TECHNOLOGIES INC,26.19627165,260,300,Microreactor,TRUE,Microreactor,1,20,98724978.91,-23035983.41,9201232.575,-1151799.17,460061.6288
10_Base,BALDWIN,DUVAL,12031,Conventional Boiler Use,1002216,331111,331111,2015,FL,GP-Jacksonville Mill,OCS (Other combustion source),30.28835,-81.977729,Facility,POINT (-9125719.048668975 3540668.656690459),GERDAU AMERISTEEL JACKSONVILLE MILL,Iron and Steel Mills,Gerdau Ameristeel US Inc,40.74970857,260,300,Microreactor,TRUE,Microreactor,2,40,197449957.8,-46071966.82,17808471.05,-1151799.17,445211.7761
10_Base,COLUMBIA CITY,WHITLEY,18183,Conventional Boiler Use,1005602,331111,331111,2015,IN,CP-001,OCS (Other combustion source),41.124348,-85.395659,Facility,POINT (-9506201.275836028 5030700.303009966),"STEEL DYNAMICS. INC. (SDI), STRUCTUAL AND RAIL DIVISION",Iron and Steel Mills,STEEL DYNAMICS INC,16.15706809,260,300,Microreactor,TRUE,Microreactor,1,20,80560919.51,-35537242.5,-3300026.515,-1776862.125,-165001.3258
10_Base,CRAWFORDSVILLE,MONTGOMERY,18107,Conventional Boiler Use,1004151,331111,331111,2015,IN,CP-#1,OCS (Other combustion source),39.9747,-86.8301,Facility,POINT (-9665882.517529024 4862266.43327801),NUCOR STEEL INDIANA,Iron and Steel Mills,NUCOR CORPORATION,77.45492451,260,300,Microreactor,TRUE,Microreactor,4,80,386198777.2,-98132418.01,27051124.34,-1226655.225,338139.0542
10_Base,SEGUIN,GUADALUPE,48187,Conventional Boiler Use,1004259,331111,331111,2015,TX,GP-Plant,OCS (Other combustion source),29.575785,-98.029915,Facility,POINT (-10912640.22030789 3449136.680564127),STRUCTURAL METALS INC,Iron and Steel Mills,COMMERCIAL METALS COMPANY,37.76880635,260,300,Microreactor,TRUE,Microreactor,2,40,188319424.7,-52355978.4,11524459.46,-1308899.46,288111.4866
10_Base,JACKSON,MADISON,47113,Conventional Boiler Use,1004493,331111,331111,2015,TN,"GP-Jackson, TN",OCS (Other combustion source),35.72409,-88.81766,Facility,POINT (-9887136.684650103 4262722.69452316),GERDAU AMERISTEEL,Iron and Steel Mills,GERDAU AMERISTEEL US INC,18.37928221,260,300,Microreactor,TRUE,Microreactor,1,20,91641123.65,-27911386.42,4325829.559,-1395569.321,216291.478
10_Base,Louisville,STARK COUNTY,39151,Conventional Boiler Use,1008994,331111,331111,2015,OH,GP-001,OCS (Other combustion source),40.83595,-81.2741,Facility,POINT (-9047391.426681597 4988174.356480467),Jewel Acquisition - Louisville Facility,Iron and Steel Mills,ALLEGHENY TECHNOLOGIES INC,68.99503956,260,300,Microreactor,TRUE,Microreactor,3,60,296174936.7,-69107950.23,25774183.92,-1151799.17,429569.732
10_Base,HUGER,BERKELEY,45015,Conventional Boiler Use,1002266,331111,331111,2015,SC,GP-1,OCS (Other combustion source),33.006008,-79.882331,Facility,POINT (-8892460.410299731 3896101.452062539),NUCOR STEEL - BERKELEY,Iron and Steel Mills,Nucor Corporation,29.54416252,260,300,Microreactor,TRUE,Microreactor,1,20,98678499.38,-23067972.55,9169243.431,-1153398.628,458462.1716
10_Base,MCMINNVILLE,YAMHILL,41071,Conventional Boiler Use,1005755,331111,331111,2015,OR,CP-GU-2,OCS (Other combustion source),45.2289,-123.1627,Facility,POINT (-13710409.04872472 5657629.377280409),CASCADE STEEL ROLLING MILLS INC,Iron and Steel Mills,"Schnitzer Steel Industries, Inc.",82.26025378,260,300,Microreactor,TRUE,Microreactor,4,80,394899915.7,-92143933.64,33039608.71,-1151799.17,412995.1089
10_Base,RIVERDALE,COOK,17031,Conventional Boiler Use,1006325,331111,331111,2015,IL,CP-6,OCS (Other combustion source),41.656474,-87.625847,Facility,POINT (-9754464.668369299 5109659.010990547),ARCELORMITTAL RIVERDALE LLC,Iron and Steel Mills,ArcelorMittal USA LLC,21.15437679,260,300,Microreactor,TRUE,Microreactor,1,20,98724978.91,-23035983.41,9201232.575,-1151799.17,460061.6288
10_Base,DARLINGTON,DARLINGTON,45031,Conventional Boiler Use,1007946,331111,331111,2015,SC,CP-Main natural gas line,OCS (Other combustion source),34.375958,-79.896878,Facility,POINT (-8894079.774932303 4079396.409797554),NUCOR STEEL DARLINGTON,Iron and Steel Mills,Nucor Corporation,49.03850234,260,300,Microreactor,TRUE,Microreactor,2,40,197449957.8,-46071966.82,17808471.05,-1151799.17,445211.7761
10_Base,Youngstown,MAHONING,39099,Conventional Boiler Use,1002768,331111,331111,2015,OH,CP-NGStationarySources,OCS (Other combustion source),41.126784,-80.68152,Facility,POINT (-8981425.722827319 5031060.299138145),Vallourec Star,Iron and Steel Mills,Vallourec Star,81.2121636,260,300,Microreactor,TRUE,Microreactor,4,80,394899915.7,-92143933.64,33039608.71,-1151799.17,412995.1089
10_Base,AXIS,MOBILE,1097,Conventional Boiler Use,1005283,331111,331111,2015,AL,GP-01,OCS (Other combustion source),30.943048,-88.012823,Facility,POINT (-9797542.639638517 3625355.048706424),SSAB ALABAMA INCORPORATED,Iron and Steel Mills,"SSAB Enterprises, LLC",48.66297389,260,300,Microreactor,TRUE,Microreactor,2,40,197449957.8,-46071966.82,17808471.05,-1151799.17,445211.7761
10_Base,LATROBE,WESTMORELAND,42129,Conventional Boiler Use,1004434,331111,331111,2015,PA,CP-All Natural Gas Use,OCS (Other combustion source),40.302598,-79.372804,Facility,POINT (-8835740.124114309 4910012.924512119),Carpenter Technology - Latrobe Operations,Iron and Steel Mills,CARPENTER TECHNOLOGY CORP,228.4397716,260,300,Microreactor,TRUE,Microreactor,11,220,1085974768,-253395817.5,51113779.23,-1151799.17,232335.3601
10_Base,CANTON,STARK,39151,Conventional Boiler Use,1003860,331111,331111,2015,OH,GP-HSP,OCS (Other combustion source),40.780505,-81.397259,Facility,POINT (-9061101.423848204 4980019.910939893),THE TIMKEN COMPANY - STEEL PLANTS (1576000613),Iron and Steel Mills,THE TIMKEN CO,151.7293294,260,300,Microreactor,TRUE,Microreactor,7,140,691074852.4,-161251883.9,49981289.91,-1151799.17,357009.2136
10_Base,STERLING,WHITESIDE,17195,Conventional Boiler Use,1006269,331111,331111,2015,IL,CP-SSC001,OCS (Other combustion source),41.786281,-89.709809,Facility,POINT (-9986450.257041832 5129018.94151615),STERLING STEEL COMPANY LLC,Iron and Steel Mills,LEGGETT & PLATT INC,53.56943174,260,300,Microreactor,TRUE,Microreactor,2,40,197449957.8,-46071966.82,17808471.05,-1151799.17,445211.7761
10_Base,AUBURN,CAYUGA COUNTY,36011,Conventional Boiler Use,1006341,331111,331111,2015,NY,CP-001,OCS (Other combustion source),42.95222,-76.57269,Facility,POINT (-8524032.859471191 5304702.069177808),NUCOR STEEL AUBURN INC,Iron and Steel Mills,Nucor Corporation,116.5939532,260,300,Microreactor,TRUE,Microreactor,6,120,581350281.6,-145786275.8,39888494.07,-1214885.632,332404.1173
10_Base,STEELTON,DAUPHIN COUNTY,42043,Conventional Boiler Use,1004215,331111,331111,2015,PA,CP-1_23,OCS (Other combustion source),40.231324,-76.840414,Facility,POINT (-8553835.75882433 4899614.813672885),ARCELORMITTAL STEELTON LLC/STEELTON,Iron and Steel Mills,ArcelorMittal USA LLC,36.98130566,180,300,Microreactor,TRUE,Microreactor,2,40,177696955.7,-59666802.18,4807629.792,-1491670.054,120190.7448
10_Base,MONROE,MONROE,26115,Conventional Boiler Use,1004411,331111,331111,2015,MI,"GP-EUBillet Reheat, EUCaster, HeatTreatf",OCS (Other combustion source),41.897173,-83.361645,Facility,POINT (-9279775.873089639 5145588.881549221),GERDAU MACSTEEL MONROE,Iron and Steel Mills,GERDAU,41.11904759,180,300,Microreactor,TRUE,Microreactor,2,40,190279908.2,-51006692.35,12873745.51,-1275167.309,321843.6379
10_Base,SAYREVILLE,MIDDLESEX,34023,Conventional Boiler Use,1006708,331111,331111,2015,NJ,GP-General Stationary Combustion Source,OCS (Other combustion source),40.479262,-74.321207,Facility,POINT (-8273398.918381479 4935833.709197758),GERDAU AMERISTEEL - SAYREVILLE,Iron and Steel Mills,"GNA FINANCING, INC",72.51565045,180,300,Microreactor,TRUE,Microreactor,3,60,285419862.3,-76510038.52,19310618.27,-1275167.309,321843.6379
10_Base,LONGVIEW,GREGG,48183,Conventional Boiler Use,1002769,331111,331111,2015,TX,GP-COMBUSTION,OCS (Other combustion source),32.459707,-94.737374,Facility,POINT (-10546116.23277192 3823806.742377008),Joy Global Longview Operations,Iron and Steel Mills,JOY GLOBAL INC,127.7402818,180,300,Microreactor,TRUE,Microreactor,6,120,570580729.2,-153198328.5,32476441.4,-1276652.737,270637.0117
10_Base,BOURBONNAIS,KANKAKEE,17091,Conventional Boiler Use,1002621,331111,331111,2015,IL,GP-NSKNK 2011,OCS (Other combustion source),41.18133,-87.85664,Facility,POINT (-9780156.42760795 5039124.700829967),"NUCOR STEEL KANKAKEE, INC.",Iron and Steel Mills,NUCOR STEEL CORP,27.11969281,180,300,Microreactor,TRUE,Microreactor,1,20,95139954.12,-25503346.17,6733869.809,-1275167.309,336693.4905
10_Base,SEATTLE,KING,53033,Conventional Boiler Use,1000029,331111,331111,2015,WA,CP-1,OCS (Other combustion source),47.569331,-122.367332,Facility,POINT (-13621869.08797145 6035503.596337459),NUCOR STEEL SEATTLE INC,Iron and Steel Mills,Nucor Corporation,28.5634587,180,300,Microreactor,TRUE,Microreactor,1,20,95096788.2,-25533054.75,6704161.235,-1276652.737,335208.0617
10_Base,Portland,MULTNOMAH COUNTY,41051,Conventional Boiler Use,1001840,331111,331111,2015,OR,CP-1,OCS (Other combustion source),45.6256,-122.7794,Facility,POINT (-13667740.28790365 5720553.016656015),Evraz Oregon Steel,Iron and Steel Mills,EVRAZ INC NORTH AMERICA,95.17255676,180,300,Microreactor,TRUE,Microreactor,5,100,457308721.4,-140174213.8,17962676.48,-1401742.138,179626.7648
10_Base,PITTSBORO,HENDRICKS COUNTY,18063,Conventional Boiler Use,1003688,331111,331111,2015,IN,CP-Plant,OCS (Other combustion source),39.878356,-86.482076,Facility,POINT (-9627140.663065186 4848281.018622126),"STEEL DYNAMICS, INC. (SDI)",Iron and Steel Mills,STEEL DYNAMICS INC,27.39251488,180,300,Microreactor,TRUE,Microreactor,1,20,95139954.12,-25503346.17,6733869.809,-1275167.309,336693.4905
10_Base,BIRMINGHAM,JEFFERSON,1073,Conventional Boiler Use,1003981,331111,331111,2015,AL,GP-Plant,OCS (Other combustion source),33.534104,-86.757929,Facility,POINT (-9657848.478558982 3966413.824282815),SMI STEEL LLC,Iron and Steel Mills,COMMERCIAL METALS CO,16.75127834,180,300,Microreactor,TRUE,Microreactor,1,20,80490699.61,-35585570.75,-3348354.769,-1779278.538,-167417.7384
10_Base,AMBRIDGE,BEAVER COUNTY,42007,Conventional Boiler Use,1003270,331111,331111,2015,PA,GP-Amb,OCS (Other combustion source),40.610067,-80.232283,Facility,POINT (-8931416.888741819 4954995.656939146),IPSCO KOPPEL TUBULARS CORP AMBRIDGE PLT,Iron and Steel Mills,IPSCO TUBULARS INC,36.22942315,180,300,Microreactor,TRUE,Microreactor,2,40,174084124.1,-62153302.79,2321129.178,-1553832.57,58028.22946
10_Base,CHICAGO,COOK,17031,Conventional Boiler Use,1008735,331111,331111,2015,IL,GP-BOILER FOR VACUUM FURNACE,OCS (Other combustion source),41.72854,-87.59164,Facility,POINT (-9750656.762547733 5120402.390323003),FINKL & SONS CO,Iron and Steel Mills,"Schmolz & Bickenbach USA Holdings, Inc.",49.83377627,180,300,Microreactor,TRUE,Microreactor,2,40,190193576.4,-51066109.5,12814328.36,-1276652.737,320358.2091
10_Base,Georgetown,GEORGETOWN COUNTY,45043,Conventional Boiler Use,1001699,331111,331111,2015,SC,CP-1_NG,OCS (Other combustion source),33.36813,-79.29556,Facility,POINT (-8827141.361367472 3944269.626731785),ArcelorMittal Georgetown,Iron and Steel Mills,ArcelorMittal USA LLC,19.41718071,180,300,Microreactor,TRUE,Microreactor,1,20,93300489,-26769342.37,5467873.618,-1338467.118,273393.6809
10_Base,SAINT HELENS,COLUMBIA,41009,CHP and/or Cogeneration Process,1006520,322121,322121,2015,OR,CP-Power Boilers,OCS (Other combustion source),45.8476,-122.803,Facility,POINT (-13670367.42788637 5755960.557216902),"Cascades Tissue Group-Oregon, a division of Cascades Holding US Inc","Paper Mills, except Newsprint",CASCADES USA INC,17.42134828,180,300,Microreactor,TRUE,Microreactor,1,20,83710417.99,-33369627.01,-1132411.031,-1668481.351,-56620.55154
10_Base,OTSEGO,Allegan,26005,CHP and/or Cogeneration Process,1000248,322121,322121,2015,MI,North Turbine 0024,"CCCT (CC (Turbine, combined cycle))",42.4641,-85.6941,Facility,POINT (-9539423.575987864 5230754.896122146),"Otsego Paper, Inc.","Paper Mills, except Newsprint",USG CORP,36.43261339,177,300,Microreactor,TRUE,Microreactor,2,40,174822399.1,-61645191.29,2829240.675,-1541129.782,70731.01687
10_Base,JACKSON,CLARKE,1025,CHP and/or Cogeneration Process,1002963,322121,322121,2015,AL,Z013,S (Stoker Boiler),31.492253,-87.898805,Facility,POINT (-9784850.213937249 3696843.934900176),BOISE WHITE PAPER MILL,"Paper Mills, except Newsprint",BOISE INC,62.06054681,177,300,Microreactor,TRUE,Microreactor,3,60,285031721.3,-76777173.29,19043483.5,-1279619.555,317391.3917
10_Base,FILER CITY,MANISTEE,26101,CHP and/or Cogeneration Process,1006367,322121,322121,2015,MI,GP-002,OCS (Other combustion source),44.21336,-86.284609,Facility,POINT (-9605158.737176711 5498519.721423725),PACKAGING CORPORATION OF AMERICA,"Paper Mills, except Newsprint",Packaging Corporation of America,16.94486684,177,300,Microreactor,TRUE,Microreactor,1,20,81310177.8,-35021571.87,-2784355.883,-1751078.593,-139217.7941
10_Base,GORHAM,COOS,33007,CHP and/or Cogeneration Process,1002834,322121,322121,2015,NH,PB2,"OB (Boiler, other)",44.443738,-71.187308,Facility,POINT (-7924534.877503931 5534370.429412086),Gorham Paper and Tissue LLC,"Paper Mills, except Newsprint",PATRIARCH PARTNERS LLC,47.17112087,177,300,Microreactor,TRUE,Microreactor,2,40,190021147.5,-51184782.2,12695655.67,-1279619.555,317391.3917
10_Base,CHATTANOOGA,HAMILTON COUNTY,47065,Conventional Boiler Use,1006080,322110,322110,2015,TN,CP-2,OCS (Other combustion source),34.997921,-85.318581,Facility,POINT (-9497620.992124666 4163598.619857676),ADM SOUTHERN CELLULOSE PROD.IN,Pulp Mills,ARCHER DANIELS MIDLAND CO,194.1400729,300,300,Microreactor,TRUE,Microreactor,10,200,986118543.8,-231138404.1,56906449.55,-1155692.02,284532.2478
10_Base,Bennettsville,Marlboro,45069,Conventional Boiler Use,1000324,322110,322110,2015,SC,Recovery Boiler,0,34.605,-79.785,Facility,POINT (-8881625.572941331 4110330.944968552),Marlboro Paper Mill,Pulp Mills,Domtar Corporation,219.8998204,300,300,Microreactor,TRUE,Microreactor,11,220,1117499279,-231699341.6,48674067.23,-1053178.825,221245.7601
10_Base,BAILEYVILLE,WASHINGTON,23029,Conventional Boiler Use,1001889,322110,322110,2015,ME,Unit 15,0,45.156894,-67.402006,Facility,POINT (-7503156.986365169 5646255.146149667),WOODLAND PULP LLC,Pulp Mills,INTERNATIONAL GRAND INVESTMENT CORP,213.0706687,300,300,Microreactor,TRUE,Microreactor,10,200,1006207539,-217312324,59514582.09,-1086561.62,297572.9104
10_Base,COOSA PINES,Talladega,1121,Conventional Boiler Use,1000305,322110,322110,2015,AL,Z032,0,33.3278,-86.3583,Facility,POINT (-9613361.981772758 3938895.198155631),Resolute Forest Product - Coosa Pines Operation,Pulp Mills,Resolute FP US Inc.,221.5141046,300,300,Microreactor,TRUE,Microreactor,11,220,1106828293,-239043556.4,30879694.73,-1086561.62,140362.2488
10_Base,LUKE,Allegany,24001,Conventional Boiler Use,1001237,322110,322110,2015,MD,Lime Kiln,0,39.4722,-79.0575,Facility,POINT (-8800640.643389225 4789537.655233636),Luke Paper Company,Pulp Mills,VERSO CORP,54.52959826,300,300,Microreactor,TRUE,Microreactor,2,40,201241507.9,-43462464.81,20417973.06,-1086561.62,510449.3264
10_Base,LEWISTON,NEZ PERCE COUNTY,16069,Conventional Boiler Use,1004705,322110,322110,2015,ID,Number 4 Lime Kiln,0,46.42783,-116.968249,Facility,POINT (-13020845.91766083 5849176.360467911),CLEARWATER PAPER CORP,Pulp Mills,CLEARWATER PAPER CORP,230.005464,300,300,Microreactor,TRUE,Microreactor,11,220,1106828293,-239043556.4,30879694.73,-1086561.62,140362.2488
10_Base,CROSSETT,ASHLEY,5003,Conventional Boiler Use,1007214,322110,322110,2015,AR,8R Boiler (SN26),0,33.139372,-91.96557,Facility,POINT (-10237560.42291316 3913817.91055408),"GEORGIA-PACIFIC, LLC-CROSSETT",Pulp Mills,"Koch Industries, Inc.",59.46594,300,300,Microreactor,TRUE,Microreactor,3,60,302197359.4,-64963069.15,29919065,-1082717.819,498651.0833
